branch_id,group,date,year,month,treatment_start_date,is_treated,ln_customer_count,ln_city_gdp,customer_count_raw,city_gdp_raw,outcome1,outcome2,outcome3,outcome4,outcome5,outcome
T0,treated,2022-03-31,2022,3,2023-03-01,False,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,0.856687746396904,-0.3273453844889329,0.3772431877068815,3.6891553032136493,-0.735499106590122,0.7720483492476761
T0,treated,2022-04-30,2022,4,2023-03-01,False,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,1.3313307370854708,1.4900320656947144,0.17437849362302504,4.588886489139346,-0.8223293806167031,1.3524596809851706
T0,treated,2022-05-31,2022,5,2023-03-01,False,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,0.5316117079798542,0.44786619433395186,1.5496358102641854,5.659862833220404,-1.0260187459345587,1.4325915599727672
T0,treated,2022-06-30,2022,6,2023-03-01,False,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,0.560815721132934,-0.7239921357369019,0.34030354561374543,2.078133655900212,-0.17225594489652396,0.4166009684026931
T0,treated,2022-07-31,2022,7,2023-03-01,False,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,0.3865371562651282,0.6816426523519139,0.7374860226708364,4.322079296494436,-0.596743003631896,1.1062004248300836
T0,treated,2022-08-31,2022,8,2023-03-01,False,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,0.7211443240521813,-0.5148894487078652,0.08071748366538567,6.367425968697175,-1.2549600170917676,1.0798876621230218
T0,treated,2022-09-30,2022,9,2023-03-01,False,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,0.1521015307732837,-0.2521090777147529,0.830655383754888,3.9895775906376683,-1.176451418108242,0.708754801868569
T0,treated,2022-10-31,2022,10,2023-03-01,False,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,0.3822763393548968,0.135132927641819,0.5718070767167084,5.9384711876554945,-0.5536650999024881,1.2948044862932861
T0,treated,2022-11-30,2022,11,2023-03-01,False,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,1.2398776586914337,-1.5449162379111885,0.3103068082455279,5.651356060556769,-0.544177402145423,1.022489377487424
T0,treated,2022-12-31,2022,12,2023-03-01,False,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,0.5679502915545921,0.42814292992244185,0.8285711436594798,4.492851174937026,-0.307469654007291,1.2020091772132497
T0,treated,2023-01-31,2023,1,2023-03-01,False,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,0.27487474227085906,1.856384292736012,0.1274530752564026,5.290736344148213,-0.45137651461478184,1.4196143879593408
T0,treated,2023-02-28,2023,2,2023-03-01,False,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,0.49991020662188457,0.6313488365911877,0.7989207739244791,4.633252558569616,-0.4117620167537431,1.230334071790685
T0,treated,2023-03-31,2023,3,2023-03-01,True,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,0.9886337066010653,2.1650774108531663,0.6473134342435908,6.457378140195495,-1.0755859538725008,1.836563347604163
T0,treated,2023-04-30,2023,4,2023-03-01,True,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,-0.5438250712253607,-0.23292121587899645,0.3798564907063797,3.739392154169284,-1.782815856384928,0.31193730027727573
T0,treated,2023-05-31,2023,5,2023-03-01,True,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,1.7079183586066398,-1.4028633333868492,0.4954731624709705,4.843337156858193,-1.238872552960282,0.8809985583177345
T0,treated,2023-06-30,2023,6,2023-03-01,True,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,1.6623082513809755,0.3637385332772908,0.47288126696928645,4.468934912873869,-0.8376153938676493,1.2260495141267544
T0,treated,2023-07-31,2023,7,2023-03-01,True,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,0.7221178537184274,-1.4332433676911012,0.5752515785081851,6.846090882271094,-0.9665029688304579,1.1487427955952296
T0,treated,2023-08-31,2023,8,2023-03-01,True,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,0.47974707730861266,0.723806043105758,1.8868909524776956,5.504359083493453,-0.4440936381340514,1.6301419036502938
T0,treated,2023-09-30,2023,9,2023-03-01,True,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,1.3470415586632107,-0.12737418924410998,-0.1327871039576824,4.951809915587818,-0.26973086031999305,1.1537918641458487
T0,treated,2023-10-31,2023,10,2023-03-01,True,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,1.5272819196989904,1.1064344009021534,1.3026683908600913,4.881679082962206,-0.6228087397385151,1.6390510109369854
T0,treated,2023-11-30,2023,11,2023-03-01,True,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,-0.31879957672101134,-0.44159671637665876,0.458570237653249,4.063133133937085,0.516681669639387,0.8555977496264102
T0,treated,2023-12-31,2023,12,2023-03-01,True,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,1.0562545796551557,1.9248301358679005,0.28628950713728074,4.9901926240552035,-0.825805005139206,1.4863523683152668
T0,treated,2024-01-31,2024,1,2023-03-01,True,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,0.664007830278259,2.6338800559183784,0.4756896205179414,3.4377741588528323,0.20348915058948192,1.4829681632313787
T0,treated,2024-02-29,2024,2,2023-03-01,True,12.173160216073203,9.854241055449819,193524.6582352076,19038.928974993367,-0.5497392512801526,-0.4753979485029135,0.917248317393918,3.4463247815879896,-0.49160481935257094,0.5693662159692542
T1,treated,2022-03-31,2022,3,2023-03-01,False,12.817676286343572,9.407044702498636,368677.0314875885,12173.840441842214,-1.4688900268237033,-0.5832554405135704,-1.5017667146942189,-1.705022667046468,-1.6291505180816641,-1.3776170734319249
T1,treated,2022-04-30,2022,4,2023-03-01,False,12.817676286343572,9.407044702498636,368677.0314875885,12173.840441842214,-0.7929926690103248,0.5640869321740754,-1.0773254259898504,0.7244129146378517,-1.3724430031365844,-0.3908522502649665
T1,treated,2022-05-31,2022,5,2023-03-01,False,12.817676286343572,9.407044702498636,368677.0314875885,12173.840441842214,-1.2463002422994662,0.05775869031693176,-0.6362258550161672,-0.9439316824913287,-1.7628849952335566,-0.9063168169447173
T1,treated,2022-06-30,2022,6,2023-03-01,False,12.817676286343572,9.407044702498636,368677.0314875885,12173.840441842214,-1.15985519029155,-0.39980382512196644,-0.0319853905756895,0.5457181991217872,-1.026046911854494,-0.4143946237443825
T1,treated,2022-07-31,2022,7,2023-03-01,False,12.817676286343572,9.407044702498636,368677.0314875885,12173.840441842214,-0.5429526092762172,-0.3304861457759934,-0.9569772524650703,-0.24245200307996773,-1.4993976887954688,-0.7144531398785435
T1,treated,2022-08-31,2022,8,2023-03-01,False,12.817676286343572,9.407044702498636,368677.0314875885,12173.840441842214,-0.5701838826147105,0.49055516256375103,-1.3063747974931184,0.024292594152487357,-1.5450324106118347,-0.5813486668006851
T1,treated,2022-09-30,2022,9,2023-03-01,False,12.817676286343572,9.407044702498636,368677.0314875885,12173.840441842214,-0.911365975296184,0.5689795290118667,-1.09174964738533,-0.6542459377630694,-2.0075355522928615,-0.8191835167451156
T1,treated,2022-10-31,2022,10,2023-03-01,False,12.817676286343572,9.407044702498636,368677.0314875885,12173.840441842214,-1.1314386338531541,2.3060443654773106,-0.6555979189829452,-1.4069770751232604,-0.7439359059359464,-0.3263810336835991
T1,treated,2022-11-30,2022,11,2023-03-01,False,12.817676286343572,9.407044702498636,368677.0314875885,12173.840441842214,-1.4477243038303613,0.6135368000680463,-1.7805870874017198,-5.0623368275025005,-1.3240283081576703,-1.8002279453648413
T1,treated,2022-12-31,2022,12,2023-03-01,False,12.817676286343572,9.407044702498636,368677.0314875885,12173.840441842214,-1.2089635660039415,-0.4326181841258469,-0.43390939383465577,-1.3332262578301588,-1.1296724718029971,-0.90767797471952
